Date;Time;Waterlevel Feedback 1 [cm];Waterlevel Setpoint [cm];Penstock Pressure [mWC];Active Power [kW];Active Power Setpoint [kW] / Control Mode [-1=OFF/0=WLC/>0=POW];Voltage Grid [KV];Reactive Power Grid [Kvar];U1 Spear Opening [%];U1 Reactive Power Generator [Kvar];U1 Voltage Generator [KV];U1 Active Power Generator [kW];U1 Operation Mode [0=Off/1=Manual/2=Automatic];U1 Unit Status [0=Off/1=On/2=Parallel/3=Inactive/4=Stop/5=Inlet/6=Standby/7=Start/8=Ctrl/9=On Set Point/10=Standby Pow/11=Standby Wlc];U2 Spear Opening [%];U2 Reactive Power Generator [Kvar];U2 Voltage Generator [KV];U2 Active Power Generator [kW];U2 Operation Mode [0=Off/1=Manual/2=Automatic];U2 Unit Status [0=Off/1=On/2=Parallel/3=Inactive/4=Stop/5=Inlet/6=Standby/7=Start/8=Ctrl/9=On Set Point/10=Standby Pow/11=Standby Wlc]
10.12.2024;04:50;477;435;869,4;5133;0;33565;-84;100,1;122;6762;5133;2;8;-0,2;2;3;0;2;3
10.12.2024;04:55;475;435;870,4;5058;0;33545;-61;100,1;156;6760;5058;2;8;-0,2;2;3;0;2;3
10.12.2024;05:00;473;435;870,4;5187;0;33562;-71;100,1;151;6762;5187;2;8;-0,2;2;3;0;2;3
10.12.2024;05:05;471;435;870,4;5193;0;33531;-39;100,1;182;6757;5193;2;8;-0,2;2;3;0;2;3
10.12.2024;05:10;470;435;871,3;5145;0;33509;-24;100,1;196;6755;5145;2;8;-0,2;2;3;0;2;3
10.12.2024;05:15;469;435;870,4;5173;0;33497;-25;100,1;193;6755;5173;2;8;-0,2;2;3;0;2;3
10.12.2024;05:20;466;435;870,4;5181;0;33564;-28;100,1;196;6765;5181;2;8;-0,2;2;3;0;2;3
10.12.2024;05:25;465;435;870,4;5157;0;33458;-24;100,1;201;6744;5157;2;8;-0,2;2;3;0;2;3
10.12.2024;05:30;462;435;871,3;5177;0;33451;-26;100,1;198;6742;5177;2;8;-0,2;2;3;0;2;3
10.12.2024;05:35;461;435;870,4;5149;0;33323;-15;100,1;215;6718;5149;2;8;-0,2;2;3;0;2;3
10.12.2024;05:40;459;435;870,4;5169;0;33346;-16;100,1;207;6723;5169;2;8;-0,2;2;3;0;2;3
10.12.2024;05:45;457;435;871,3;5126;0;33315;-20;100,1;210;6718;5126;2;8;-0,2;2;3;0;2;3
10.12.2024;05:50;455;435;871,3;5153;0;33366;3;100,1;233;6729;5153;2;8;-0,2;2;3;0;2;3
10.12.2024;05:55;454;435;870,4;5155;0;33351;3;100,1;226;6723;5155;2;8;-0,1;2;3;0;2;3
10.12.2024;06:00;451;435;870,4;5155;0;33256;16;100,1;243;6708;5155;2;8;-0,1;2;3;0;2;3
10.12.2024;06:05;449;435;870,4;5169;0;33064;8;100,1;245;6674;5139;2;8;-0,2;2;3;0;2;3
10.12.2024;06:10;446;435;870,4;5139;0;33192;13;100,1;240;6697;5153;2;8;-0,1;2;3;0;2;3
10.12.2024;06:15;445;435;869,4;5177;0;33404;13;100,1;240;6739;5177;2;8;-0,1;2;3;0;2;3
10.12.2024;06:20;442;435;870,4;5199;0;33371;13;100,1;240;6734;5199;2;8;-0,1;2;3;0;2;3
10.12.2024;06:25;440;435;870,4;5137;0;33289;18;100,1;245;6718;5137;2;8;-0,1;2;3;0;2;3
10.12.2024;06:30;438;435;869,4;5167;0;33421;20;100,1;247;6742;5167;2;8;-0,1;2;3;0;2;3
10.12.2024;06:35;435;435;869,4;5163;0;33459;20;100,1;245;6749;5163;2;8;-0,1;2;3;0;2;3
10.12.2024;06:40;434;435;872,2;4835;0;33414;26;89,7;219;6734;4835;2;8;-0,1;2;3;0;2;3
10.12.2024;06:45;434;435;872,2;4693;0;33400;25;85,0;203;6729;4693;2;8;-0,1;2;3;0;2;3
10.12.2024;06:50;434;435;872,2;4685;0;33304;24;85,0;203;6710;4685;2;8;-0,1;2;3;0;2;3
10.12.2024;06:55;435;435;871,3;4693;0;33159;21;85,0;198;6684;4693;2;8;-0,1;2;3;0;2;3
10.12.2024;07:00;434;435;872,2;4683;0;33098;21;85,0;201;6674;4683;2;8;-0,1;2;3;0;2;3
10.12.2024;07:05;435;435;872,2;4679;0;33534;16;85,0;196;6760;4740;2;8;-0,1;0;3;0;2;3
10.12.2024;07:10;435;435;871,3;4693;0;33516;21;85,0;194;6760;4693;2;8;-0,1;2;3;0;2;3
10.12.2024;07:15;436;435;870,4;4679;0;33477;16;85,0;193;6749;4679;2;8;-0,1;2;3;0;2;3
10.12.2024;07:20;436;435;871,3;4701;0;33439;19;85,0;194;6742;4701;2;8;-0,1;2;3;0;2;3
10.12.2024;07:25;435;435;872,2;4697;0;33457;17;85,0;193;6744;4697;2;8;-0,1;2;3;0;2;3
10.12.2024;07:30;435;435;872,2;4669;0;33466;16;85,0;191;6749;4669;2;8;-0,1;2;3;0;2;3
10.12.2024;07:35;435;435;871,3;4689;0;33368;15;85,0;189;6729;4689;2;8;-0,1;2;3;0;2;3
10.12.2024;07:40;435;435;871,3;4663;0;33371;14;85,0;191;6729;4744;2;8;-0,1;2;3;0;2;3
10.12.2024;07:45;434;435;872,2;4665;0;33379;15;85,0;191;6734;4665;2;8;-0,1;2;3;0;2;3
10.12.2024;07:50;435;435;871,3;4650;0;33275;23;83,5;194;6710;4644;2;8;-0,1;2;3;0;2;3
10.12.2024;07:55;434;435;872,2;4608;0;33193;18;83,5;196;6695;4608;2;8;-0,1;2;3;0;2;3
10.12.2024;08:00;435;435;871,3;4646;0;33213;24;83,5;194;6697;4646;2;8;-0,1;2;3;0;2;3
10.12.2024;08:05;435;435;871,3;4620;0;33227;16;83,5;191;6700;4620;2;8;-0,1;2;3;0;2;3
10.12.2024;08:10;435;435;871,3;4634;0;33257;21;83,5;189;6708;4634;2;8;-0,1;2;3;0;2;3
10.12.2024;08:15;435;435;870,4;4632;0;33250;15;83,5;189;6708;4632;2;8;-0,1;2;3;0;2;3
10.12.2024;08:20;435;435;871,3;4600;0;33273;20;82,0;191;6708;4600;2;8;-0,1;2;3;0;2;3
10.12.2024;08:25;435;435;872,2;4590;0;33253;20;82,0;188;6705;4590;2;8;-0,1;2;3;0;2;3
10.12.2024;08:30;435;435;872,2;4584;0;33246;23;82,0;193;6708;4584;2;8;-0,2;0;3;0;2;3
10.12.2024;08:35;435;435;871,3;4630;0;33262;19;82,0;188;6710;4630;2;8;-0,2;2;3;0;2;3
10.12.2024;08:40;435;435;872,2;4580;0;33244;14;82,0;186;6705;4580;2;8;-0,2;2;3;0;2;3
10.12.2024;08:50;435;435;871,3;4580;0;33012;3;82,0;175;6658;4580;2;8;-0,2;2;3;0;2;3
10.12.2024;08:55;435;435;871,3;4628;0;32801;-5;83,5;175;6614;4628;2;8;-0,2;2;3;0;2;3
10.12.2024;09:00;436;435;871,3;4634;0;32788;-4;83,5;175;6611;4634;2;8;-0,2;2;3;0;2;3
10.12.2024;09:05;435;435;871,3;4671;0;33119;1;83,5;174;6679;4671;2;8;-0,2;2;3;0;2;3
10.12.2024;09:10;435;435;872,2;4659;0;33129;-2;83,5;177;6679;4659;2;8;-0,2;2;3;0;2;3
10.12.2024;09:15;435;435;871,3;4642;0;33175;1;83,5;177;6684;4642;2;8;-0,2;2;3;0;2;3
10.12.2024;09:20;435;435;872,2;4588;0;33178;0;83,5;182;6689;4588;2;8;-0,2;2;3;0;2;3
10.12.2024;09:25;435;435;872,2;4663;0;33211;1;83,5;181;6700;4663;2;8;-0,1;2;3;0;2;3
10.12.2024;09:30;435;435;872,2;4657;0;33228;6;83,5;181;6700;4657;2;8;-0,1;2;3;0;2;3
10.12.2024;09:35;435;435;871,3;4594;0;33096;15;83,5;189;6674;4594;2;8;-0,1;2;3;0;2;3
10.12.2024;09:40;435;435;873,1;4622;0;32956;15;83,5;191;6643;4622;2;8;-0,1;2;3;0;2;3
10.12.2024;09:45;434;435;873,1;4652;0;33138;9;83,5;182;6679;4652;2;8;-0,1;2;3;0;2;3
10.12.2024;09:50;435;435;872,2;4547;0;33157;10;82,0;184;6679;4547;2;8;-0,1;2;3;0;2;3
10.12.2024;09:55;435;435;872,2;4523;0;33373;16;80,5;182;6729;4523;2;8;-0,2;2;3;0;2;3
10.12.2024;10:00;442;435;869,4;5216;0;33488;-22;100,1;196;6755;5216;2;8;-0,2;2;3;0;2;3
10.12.2024;10:05;449;435;870,4;5135;0;33417;-27;100,1;198;6742;5135;2;8;-0,1;2;3;0;2;3
10.12.2024;10:10;447;435;871,3;5209;0;33406;-23;100,1;201;6734;5209;2;8;-0,2;2;3;0;2;3
10.12.2024;10:15;446;435;870,4;5147;0;33331;-16;100,1;208;6721;5169;2;8;-0,2;2;3;0;2;3
10.12.2024;10:20;443;435;869,4;5177;0;33148;-25;100,1;205;6684;5177;2;8;-0,2;2;3;0;2;3
10.12.2024;10:25;439;435;870,4;5161;0;33412;-10;100,1;212;6742;5161;2;8;-0,2;2;3;0;2;3
10.12.2024;10:30;437;435;869,4;5165;0;33406;-10;100,1;217;6739;5165;2;8;-0,2;2;3;0;2;3
10.12.2024;10:35;434;435;870,4;4966;0;33362;0;94,1;208;6731;4966;2;8;-0,1;2;3;0;2;3
10.12.2024;10:40;434;435;871,3;4667;0;33314;27;85,0;203;6721;4667;2;8;-0,2;2;3;0;2;3
10.12.2024;10:45;435;435;871,3;4616;0;33184;17;82,0;179;6692;4616;2;8;-0,1;2;3;0;2;3
10.12.2024;10:50;435;435;871,3;4588;0;33131;26;82,0;196;6679;4588;2;8;-0,1;2;3;0;2;3
10.12.2024;10:55;435;435;872,2;4561;0;33212;31;82,0;203;6692;4561;2;8;-0,1;2;3;0;2;3
10.12.2024;11:00;437;435;871,3;4673;0;33585;13;85,0;188;6768;4673;2;8;-0,1;2;3;0;2;3
10.12.2024;11:05;435;435;872,2;4746;0;33742;-25;86,5;155;6796;4746;2;8;-0,1;2;3;0;2;3
10.12.2024;11:10;436;435;870,4;4734;0;33395;-2;86,5;184;6734;4734;2;8;-0,1;2;3;0;2;3
10.12.2024;11:15;435;435;870,4;4729;0;33443;-1;86,5;182;6744;4746;2;8;-0,1;2;3;0;2;3
10.12.2024;11:20;435;435;870,4;4738;0;33290;-14;86,5;174;6708;4738;2;8;-0,0;2;3;0;2;3
10.12.2024;11:25;435;435;872,2;4677;0;33078;-17;86,5;174;6666;4677;2;8;-0,0;2;3;0;2;3
10.12.2024;11:30;435;435;872,2;4744;0;32855;-18;86,5;160;6619;4744;2;8;-0,0;2;3;0;2;3
10.12.2024;11:35;435;435;869,4;4764;0;33458;0;86,5;177;6744;4764;2;8;0,0;2;3;0;2;3
10.12.2024;11:40;435;435;870,4;4752;0;33359;-6;86,5;174;6721;4752;2;8;0,0;2;3;0;2;3
10.12.2024;11:45;435;435;871,3;4723;0;33126;-5;86,5;177;6679;4731;2;8;0,0;2;3;0;2;3
10.12.2024;11:50;435;435;870,4;4721;0;33866;-473;86,5;-299;6788;4721;2;8;0,0;2;3;0;2;3
10.12.2024;11:55;435;435;871,3;4717;0;33481;-26;86,5;155;6749;4717;2;8;0,0;2;3;0;2;3
10.12.2024;12:00;436;435;870,4;4772;0;33506;-27;86,5;160;6755;4744;2;8;0,0;2;3;0;2;3
10.12.2024;12:05;435;435;870,4;4744;0;33630;-24;86,5;153;6775;4744;2;8;0,0;2;3;0;2;3
10.12.2024;12:10;435;435;870,4;4770;0;33656;-25;88,0;158;6783;4770;2;8;0,0;2;3;0;2;3
10.12.2024;12:15;436;435;869,4;4869;0;33638;-31;89,5;153;6778;4869;2;8;0,0;2;3;0;2;3
10.12.2024;12:20;435;435;870,4;4851;0;33684;-30;89,5;155;6786;4851;2;8;0,0;2;3;0;2;3
10.12.2024;12:25;435;435;870,4;4847;0;33331;-26;89,5;161;6713;4845;2;8;0,1;2;3;0;2;3
10.12.2024;12:30;435;435;869,4;4859;0;33315;-27;89,5;167;6708;4859;2;8;0,1;2;3;0;2;3
10.12.2024;12:35;436;435;870,4;4885;0;33269;-24;89,5;168;6700;4885;2;8;0,1;2;3;0;2;3
10.12.2024;12:40;436;435;869,4;4865;0;33139;-16;91,0;182;6676;4865;2;8;0,1;0;3;0;2;3
10.12.2024;12:45;435;435;870,4;4857;0;32817;-23;91,0;186;6614;4857;2;8;0,1;0;3;0;2;3
10.12.2024;12:50;435;435;870,4;4934;0;32994;-25;92,5;181;6650;4934;2;8;0,1;2;3;0;2;3
10.12.2024;12:55;436;435;869,4;4952;0;33700;-76;94,0;125;6786;4952;2;8;0,1;2;3;0;2;3
10.12.2024;13:00;436;435;869,4;5005;0;33691;-77;94,0;122;6786;5005;2;8;0,1;2;3;0;2;3
10.12.2024;13:05;435;435;869,4;4991;0;33755;-177;94,0;26;6794;4991;2;8;0,1;2;3;0;2;3
10.12.2024;13:10;435;435;870,4;5019;0;33711;-285;95,5;-73;6775;5019;2;8;0,1;2;3;0;2;3
10.12.2024;13:15;436;435;869,4;5009;0;33772;-422;95,6;-214;6778;5009;2;8;0,1;2;3;0;2;3
10.12.2024;13:20;436;435;869,4;5064;0;33697;-461;97,0;-245;6762;5064;2;8;0,1;2;3;0;2;3
10.12.2024;13:25;436;435;868,5;5128;0;33643;-333;98,5;-122;6755;5128;2;8;0,1;2;3;0;2;3
10.12.2024;13:30;435;435;868,5;5153;0;33620;-269;100,1;-50;6762;5153;2;8;0,1;2;3;0;2;3
10.12.2024;13:35;435;435;868,5;5143;0;33585;-130;100,1;95;6760;5143;2;8;0,1;2;3;0;2;3
10.12.2024;13:40;435;435;868,5;5155;0;33568;-18;100,1;208;6768;5155;2;8;0,1;2;3;0;2;3
10.12.2024;13:45;435;435;869,4;5145;0;33593;-20;100,0;201;6775;5145;2;8;0,1;0;3;0;2;3
10.12.2024;13:50;436;435;869,4;5147;0;33636;-15;100,0;208;6783;5147;2;8;0,1;2;3;0;2;3
10.12.2024;13:55;437;435;868,5;5161;0;33539;-18;100,0;205;6765;5161;2;8;0,1;2;3;0;2;3
10.12.2024;14:00;437;435;868,5;5197;0;33461;-20;100,0;203;6747;5197;2;8;0,1;2;3;0;2;3
10.12.2024;14:05;438;435;868,5;5169;0;33404;-17;100,0;207;6734;5169;2;8;0,1;2;3;0;2;3
10.12.2024;14:10;438;435;868,5;5155;0;33597;-15;100,0;205;6775;5155;2;8;0,1;2;3;0;2;3
10.12.2024;14:15;439;435;868,5;5173;0;33621;-14;100,1;207;6783;5173;2;8;0,2;2;3;0;2;3
10.12.2024;14:20;440;435;868,5;5169;0;33603;-21;100,0;203;6778;5169;2;8;0,2;2;3;0;2;3
10.12.2024;14:25;441;435;868,5;5193;0;33642;-47;100,1;170;6783;5193;2;8;0,2;2;3;0;2;3
10.12.2024;14:30;442;435;867,6;5177;0;33502;-34;100,1;194;6755;5177;2;8;0,2;2;3;0;2;3
10.12.2024;14:35;443;435;867,6;5169;0;33213;-24;100,1;205;6697;5169;2;8;0,2;2;3;0;2;3
10.12.2024;14:40;443;435;869,4;5163;0;33051;-29;100,1;205;6666;5163;2;8;0,2;0;3;0;2;3
10.12.2024;14:45;445;435;868,5;5165;0;33073;-29;100,1;203;6669;5165;2;8;0,2;0;3;0;2;3
10.12.2024;14:50;446;435;869,4;5197;0;33638;-111;100,1;109;6778;5197;2;8;0,2;0;3;0;2;3
10.12.2024;14:55;447;435;867,6;5181;0;33700;-174;100,1;40;6786;5181;2;8;0,2;0;3;0;2;3
10.12.2024;15:00;448;435;868,5;5185;0;33597;-150;100,1;75;6770;5185;2;8;0,2;0;3;0;2;3
10.12.2024;15:05;449;435;869,4;5193;0;33566;-53;100,1;167;6770;5193;2;8;0,2;2;3;0;2;3
10.12.2024;15:10;450;435;867,6;5151;0;33532;-36;100,1;186;6762;5151;2;8;0,2;2;3;0;2;3
10.12.2024;15:15;451;435;868,5;5183;0;33524;-34;100,1;182;6762;5183;2;8;0,2;2;3;0;2;3
10.12.2024;15:20;453;435;869,4;5175;0;33601;-33;100,1;188;6778;5175;2;8;0,2;2;3;0;2;3
10.12.2024;15:25;453;435;868,5;5193;0;33595;-32;100,1;193;6775;5193;2;8;0,2;2;3;0;2;3
10.12.2024;15:30;455;435;869,4;5159;0;33685;-64;100,1;160;6788;5159;2;8;0,2;2;3;0;2;3
10.12.2024;15:35;457;435;868,5;5141;0;33663;-104;100,1;123;6783;5141;2;8;0,2;2;3;0;2;3
10.12.2024;15:40;458;435;868,5;5167;0;33532;-82;100,1;142;6760;5167;2;8;0,2;2;3;0;2;3
10.12.2024;15:45;459;435;869,4;5183;0;33514;-26;100,1;205;6762;5183;2;8;0,2;2;3;0;2;3
10.12.2024;15:50;462;435;867,6;5163;0;33619;-21;100,1;201;6783;5163;2;8;0,1;2;3;0;2;3
10.12.2024;15:55;464;435;869,4;5143;0;33567;-17;100,1;205;6770;5143;2;8;0,1;2;3;0;2;3
10.12.2024;16:00;466;435;868,5;5173;0;33610;-261;100,1;-35;6762;5173;2;8;0,1;2;3;0;2;3
10.12.2024;16:05;469;435;868,5;5181;0;33539;-78;100,1;144;6762;5181;2;8;0,1;2;3;0;2;3
10.12.2024;16:10;461;435;862,0;7774;0;33570;-71;70,3;92;6760;4021;2;8;61,9;52;6751;3753;2;9
10.12.2024;16:15;442;435;858,3;8936;0;33562;-73;81,8;116;6762;4486;2;9;78,1;111;6758;4450;2;8
10.12.2024;16:20;433;435;865,7;7782;0;33612;22;69,0;118;6770;4014;2;8;61,9;116;6764;3767;2;9
10.12.2024;16:25;432;435;867,6;6716;0;33605;78;56,7;102;6768;3441;2;8;52,0;109;6764;3275;2;9
10.12.2024;16:30;434;435;869,4;6226;0;33345;27;51,7;66;6708;3180;2;9;47,8;76;6704;3046;2;8
10.12.2024;16:35;435;435;868,5;6131;0;33141;18;51,7;61;6666;3172;2;9;46,3;73;6665;2959;2;8
10.12.2024;16:40;437;435;868,5;6135;0;33597;-10;51,7;36;6757;3178;2;9;46,3;59;6756;2957;2;8
10.12.2024;16:45;435;435;869,4;6400;0;33733;-16;51,7;38;6786;3180;2;9;50,7;61;6782;3220;2;8
10.12.2024;16:50;435;435;868,5;6504;0;33567;-31;51,7;36;6752;3158;2;9;52,2;56;6751;3322;2;8
10.12.2024;16:55;436;435;868,5;6690;0;33563;-31;51,7;40;6755;3190;2;9;55,2;54;6751;3500;2;8
10.12.2024;17:00;435;435;868,5;6633;0;33541;-23;51,7;50;6749;3166;2;9;55,2;54;6748;3468;2;8
10.12.2024;17:05;435;435;867,6;6575;0;33437;-20;51,7;59;6723;3152;2;9;55,2;62;6725;3423;2;8
10.12.2024;17:10;436;435;868,5;6619;0;33333;-18;51,7;52;6705;3166;2;9;55,2;59;6706;3453;2;8
10.12.2024;17:15;436;435;868,5;6662;0;33415;-13;51,7;56;6723;3188;2;9;55,2;62;6722;3474;2;8
10.12.2024;17:20;436;435;870,4;6548;0;33567;-11;52,9;50;6752;3255;2;8;52,2;68;6751;3293;2;9
10.12.2024;17:25;436;435;868,5;6739;0;33273;-20;57,5;52;6697;3480;2;8;52,0;66;6696;3259;2;9
10.12.2024;17:30;435;435;868,5;6757;0;33187;-18;57,5;56;6679;3480;2;8;52,0;66;6680;3277;2;9
10.12.2024;17:35;435;435;868,5;6751;0;33223;-7;57,5;73;6689;3478;2;8;52,0;62;6686;3273;2;9
10.12.2024;17:40;435;435;868,5;6648;0;33292;-7;56,0;68;6700;3380;2;8;52,0;61;6699;3267;2;9
10.12.2024;17:45;437;435;868,5;6887;0;33343;-15;60,9;68;6710;3611;2;8;52,0;68;6714;3275;2;9
10.12.2024;17:50;436;435;863,9;8140;0;33374;-28;71,8;102;6726;4112;2;9;67,9;104;6722;4029;2;8
10.12.2024;17:55;434;435;865,7;7371;0;33345;23;61,1;104;6718;3620;2;8;62,0;106;6714;3751;2;9
10.12.2024;18:00;434;435;868,5;6747;0;33448;29;56,9;78;6734;3459;2;8;52,0;85;6732;3287;2;9
10.12.2024;18:05;435;435;870,4;6415;0;33602;41;51,1;80;6760;3139;2;8;52,0;82;6761;3275;2;9
10.12.2024;18:10;435;435;869,4;6421;0;33602;42;50,7;82;6765;3137;2;8;52,0;85;6764;3283;2;9
10.12.2024;18:15;436;435;869,4;6409;0;33750;-27;50,7;45;6788;3117;2;8;52,0;47;6787;3291;2;9
10.12.2024;18:20;435;435;868,5;6577;0;33442;-28;53,7;52;6731;3257;2;8;52,0;45;6730;3271;2;9
10.12.2024;18:25;435;435;867,6;6607;0;33365;-21;55,2;59;6715;3346;2;8;52,0;54;6717;3261;2;9
10.12.2024;18:30;435;435;868,5;6552;0;33337;-24;53,7;56;6708;3279;2;8;52,0;50;6706;3273;2;9
10.12.2024;18:35;435;435;868,5;6486;0;33307;-16;52,2;52;6702;3194;2;8;52,0;52;6704;3291;2;9
10.12.2024;18:40;435;435;868,5;6500;0;33359;-18;52,2;52;6715;3208;2;8;52,0;54;6709;3291;2;9
10.12.2024;18:45;435;435;868,5;6494;0;33413;-23;52,3;52;6721;3204;2;8;52,0;52;6717;3289;2;9
10.12.2024;18:50;435;435;869,4;6463;0;33396;-17;52,3;56;6718;3194;2;8;52,0;54;6717;3269;2;9
10.12.2024;18:55;435;435;868,5;6402;0;33744;-2;50,7;64;6794;3129;2;8;52,0;54;6792;3273;2;9
10.12.2024;19:00;435;435;868,5;6405;0;33758;-104;50,7;30;6788;3127;2;8;52,0;-12;6787;3277;2;9
10.12.2024;19:05;435;435;869,4;6396;0;33793;-141;50,7;-5;6796;3115;2;8;52,0;-12;6792;3281;2;9
10.12.2024;19:10;435;435;869,4;6321;0;33575;-44;49,2;73;6755;3056;2;8;52,0;0;6751;3265;2;9
10.12.2024;19:15;435;435;869,4;6332;0;33598;-39;49,2;75;6762;3040;2;8;52,0;-2;6753;3291;2;9
10.12.2024;19:20;435;435;869,4;6338;0;33591;-42;49,2;76;6760;3054;2;8;52,0;-2;6751;3283;2;9
10.12.2024;19:25;435;435;868,5;6311;0;33637;-36;51,7;73;6770;3180;2;9;49,3;2;6761;3131;2;8
10.12.2024;19:30;435;435;869,4;6238;0;33638;-40;51,7;69;6770;3184;2;9;47,8;-3;6761;3054;2;8
10.12.2024;19:35;435;435;869,4;6145;0;33748;-34;51,7;73;6794;3178;2;9;46,3;0;6782;2967;2;8
10.12.2024;19:40;435;435;869,4;6153;0;33782;-67;51,7;38;6796;3182;2;9;46,3;0;6792;2971;2;8
10.12.2024;19:45;435;435;870,4;6076;0;33785;-100;51,7;3;6794;3192;2;9;44,8;0;6790;2884;2;8
10.12.2024;19:50;435;435;869,4;6068;0;33788;-93;51,8;10;6794;3196;2;9;44,8;0;6792;2872;2;8
10.12.2024;19:55;435;435;869,4;6062;0;33773;-93;51,7;5;6794;3184;2;9;44,8;5;6792;2880;2;8
10.12.2024;20:00;435;435;869,4;6068;0;33798;-90;51,7;5;6796;3184;2;9;44,8;5;6792;2884;2;8
10.12.2024;20:05;435;435;869,4;6064;0;33824;-123;51,8;-30;6799;3186;2;9;44,8;7;6798;2878;2;8
10.12.2024;20:10;435;435;870,4;6062;0;33599;7;51,7;24;6755;3186;2;9;44,8;82;6758;2876;2;8
10.12.2024;20:15;435;435;870,4;5888;0;33603;15;51,7;24;6760;3188;2;9;41,8;83;6758;2700;2;8
10.12.2024;20:20;435;435;870,4;5888;0;33635;10;51,7;24;6762;3182;2;9;41,8;78;6764;2706;2;8
10.12.2024;20:25;435;435;870,4;5884;0;33653;14;51,7;24;6768;3176;2;9;41,8;82;6769;2708;2;8
10.12.2024;20:30;435;435;870,4;5882;0;33667;15;51,7;24;6773;3176;2;9;41,8;83;6774;2706;2;8
10.12.2024;20:35;435;435;869,4;5817;0;33682;24;50,0;31;6773;3107;2;8;42,1;85;6774;2710;2;9
10.12.2024;20:40;435;435;870,4;5801;0;33706;19;50,0;26;6778;3105;2;8;42,1;83;6782;2696;2;9
10.12.2024;20:45;435;435;870,4;5831;0;33736;20;50,0;26;6786;3103;2;8;42,1;83;6790;2728;2;9
10.12.2024;20:50;435;435;871,3;5807;0;33784;-156;50,0;-43;6788;3093;2;8;42,0;-19;6790;2714;2;9
10.12.2024;20:55;435;435;871,3;5736;0;33552;-27;48,5;30;6736;3016;2;8;42,1;35;6740;2720;2;9
10.12.2024;21:00;435;435;870,4;5722;0;33535;-24;48,5;30;6739;3010;2;8;42,1;36;6735;2712;2;9
10.12.2024;21:05;435;435;871,3;5653;0;33491;-26;46,9;31;6729;2927;2;8;42,0;31;6727;2726;2;9
10.12.2024;21:10;435;435;871,3;5641;0;33461;-20;46,7;35;6721;2921;2;8;42,1;33;6719;2720;2;9
10.12.2024;21:15;435;435;870,4;5718;0;33451;-26;48,2;30;6721;2994;2;8;42,1;33;6717;2724;2;9
10.12.2024;21:20;435;435;871,3;5696;0;33499;-20;48,2;33;6731;2986;2;8;42,1;35;6727;2710;2;9
10.12.2024;21:25;435;435;871,3;5718;0;33473;-22;48,2;35;6723;2996;2;8;42,1;33;6722;2722;2;9
10.12.2024;21:30;435;435;870,4;5643;0;33496;-16;46,7;31;6731;2915;2;8;42,1;31;6727;2728;2;9
10.12.2024;21:35;435;435;871,3;5548;0;33525;-9;45,2;36;6734;2832;2;8;42,1;33;6735;2716;2;9
10.12.2024;21:40;435;435;871,3;5523;0;33554;-14;45,2;31;6742;2815;2;8;42,1;30;6740;2708;2;9
10.12.2024;21:45;435;435;871,3;5560;0;33585;-9;45,2;35;6749;2844;2;8;42,1;35;6745;2716;2;9
10.12.2024;21:50;435;435;871,3;5550;0;33619;-15;45,2;31;6755;2846;2;8;42,1;31;6756;2704;2;9
10.12.2024;21:55;435;435;871,3;5530;0;33670;-2;45,2;38;6765;2823;2;8;42,1;40;6761;2706;2;9
10.12.2024;22:00;435;435;870,4;5556;0;33722;-2;45,2;35;6775;2840;2;8;42,1;38;6779;2716;2;9
10.12.2024;22:05;435;435;870,4;5554;0;33758;0;45,2;36;6783;2828;2;8;42,1;40;6782;2726;2;9
10.12.2024;22:10;435;435;870,4;5570;0;33779;5;45,2;38;6786;2848;2;8;42,1;42;6784;2722;2;9
10.12.2024;22:15;435;435;869,4;5457;0;33836;9;44,0;42;6796;2757;2;8;42,1;43;6795;2700;2;9
10.12.2024;22:20;435;435;871,3;5469;0;33735;-65;43,7;2;6778;2761;2;8;42,1;3;6779;2708;2;9
10.12.2024;22:25;435;435;872,2;5448;0;33750;-58;43,7;3;6778;2757;2;8;42,1;9;6782;2692;2;9
10.12.2024;22:30;435;435;871,3;5457;0;33753;-66;43,7;3;6778;2728;2;8;42,1;5;6777;2728;2;9
10.12.2024;22:35;435;435;870,4;5455;0;33749;-64;43,7;3;6778;2736;2;8;42,1;5;6779;2718;2;9
10.12.2024;22:40;435;435;871,3;5467;0;33759;-65;43,7;5;6778;2753;2;8;42,1;3;6779;2714;2;9
10.12.2024;22:45;434;435;871,3;5471;0;33737;-60;43,7;7;6775;2747;2;8;42,1;5;6777;2708;2;9
10.12.2024;22:50;434;435;872,2;5453;0;33757;-63;43,7;5;6778;2730;2;8;42,1;5;6779;2722;2;9
10.12.2024;22:55;435;435;870,4;5367;0;33754;-55;42,2;7;6778;2670;2;8;42,1;5;6779;2698;2;9
10.12.2024;23:00;435;435;871,3;5343;0;33748;-58;42,2;3;6775;2635;2;8;42,1;5;6779;2708;2;9
10.12.2024;23:05;435;435;871,3;5402;0;33772;-61;42,2;5;6783;2676;2;8;42,1;3;6782;2726;2;9
10.12.2024;23:10;435;435;871,3;5388;0;33774;-58;42,2;9;6783;2649;2;8;42,1;5;6779;2738;2;9
10.12.2024;23:15;435;435;870,4;5363;0;33796;-58;42,2;9;6788;2629;2;8;42,1;9;6784;2734;2;9
10.12.2024;23:20;435;435;870,4;5380;0;33796;-59;42,2;7;6788;2653;2;8;42,1;5;6790;2726;2;9
