Date;Time;Waterlevel Feedback 1 [cm];Waterlevel Setpoint [cm];Penstock Pressure [mWC];Active Power [kW];Active Power Setpoint [kW] / Control Mode [-1=OFF/0=WLC/>0=POW];Voltage Grid [KV];Reactive Power Grid [Kvar];U1 Spear Opening [%];U1 Reactive Power Generator [Kvar];U1 Voltage Generator [KV];U1 Active Power Generator [kW];U1 Operation Mode [0=Off/1=Manual/2=Automatic];U1 Unit Status [0=Off/1=On/2=Parallel/3=Inactive/4=Stop/5=Inlet/6=Standby/7=Start/8=Ctrl/9=On Set Point/10=Standby Pow/11=Standby Wlc];U2 Spear Opening [%];U2 Reactive Power Generator [Kvar];U2 Voltage Generator [KV];U2 Active Power Generator [kW];U2 Operation Mode [0=Off/1=Manual/2=Automatic];U2 Unit Status [0=Off/1=On/2=Parallel/3=Inactive/4=Stop/5=Inlet/6=Standby/7=Start/8=Ctrl/9=On Set Point/10=Standby Pow/11=Standby Wlc]
01.12.2024;00:00;435;435;870,4;6044;0;33771;-180;47,5;-36;6788;2984;2;9;48,1;-38;6790;3060;2;8
01.12.2024;00:05;435;435;870,4;6038;0;33768;-183;47,5;-40;6786;2988;2;9;48,1;-38;6784;3052;2;8
01.12.2024;00:10;435;435;871,3;5937;0;33778;-179;47,5;-42;6794;2992;2;9;46,4;-36;6792;2945;2;8
01.12.2024;00:15;435;435;870,4;5927;0;33779;-346;47,5;-69;6794;2973;2;9;46,4;-172;6784;2951;2;8
01.12.2024;00:20;436;435;871,3;5931;0;33652;-349;47,5;-73;6765;2967;2;9;46,4;-174;6756;2963;2;8
01.12.2024;00:25;435;435;870,4;6016;0;33760;-349;47,5;-69;6786;2975;2;9;47,8;-172;6779;3040;2;8
01.12.2024;00:30;435;435;870,4;6001;0;33826;-625;47,5;-245;6786;2971;2;9;47,8;-272;6782;3030;2;8
01.12.2024;00:35;435;435;870,4;6024;0;33702;-43;47,5;-76;6765;2973;2;9;47,8;132;6779;3052;2;8
01.12.2024;00:40;435;435;870,4;6024;0;33687;-52;47,5;-75;6765;2977;2;9;47,9;128;6779;3046;2;8
01.12.2024;00:45;435;435;870,4;6044;0;33683;-120;47,5;-76;6765;2996;2;9;47,8;61;6774;3048;2;8
01.12.2024;00:50;435;435;870,4;5995;0;33635;-123;47,5;-78;6755;2967;2;9;47,9;61;6764;3028;2;8
01.12.2024;00:55;435;435;871,3;6008;0;33661;-123;47,5;-78;6755;2973;2;9;47,9;61;6769;3034;2;8
01.12.2024;01:00;435;435;870,4;6036;0;33634;-120;47,5;-73;6755;2990;2;9;47,9;59;6761;3046;2;8
01.12.2024;01:05;435;435;870,4;6020;0;33641;-124;47,5;-73;6755;2963;2;9;47,9;59;6764;3065;2;8
01.12.2024;01:10;435;435;870,4;6066;0;33657;-123;47,5;-78;6755;2994;2;9;47,9;59;6764;3073;2;8
01.12.2024;01:15;435;435;870,4;6030;0;33735;-125;47,5;-80;6773;2986;2;9;47,9;59;6782;3030;2;8
01.12.2024;01:20;435;435;870,4;6030;0;33811;-158;47,5;-78;6788;2988;2;9;47,9;31;6795;3042;2;8
01.12.2024;01:25;435;435;869,4;6022;0;33745;-158;47,5;-78;6775;2973;2;9;47,9;28;6782;3048;2;8
01.12.2024;01:30;435;435;870,4;6036;0;33686;-156;47,5;-76;6762;2990;2;9;47,9;26;6771;3046;2;8
01.12.2024;01:35;435;435;870,4;5922;0;33775;-152;47,5;-78;6778;2969;2;9;46,4;28;6787;2959;2;8
01.12.2024;01:40;436;435;870,4;5931;0;33794;-150;47,5;-73;6786;2979;2;9;46,4;30;6792;2951;2;8
01.12.2024;01:45;436;435;870,4;6036;0;33881;-1063;47,5;-352;6786;2973;2;9;48,1;-602;6764;3063;2;8
01.12.2024;01:50;435;435;870,4;6038;0;33721;-467;47,5;-179;6762;2971;2;9;48,1;-184;6761;3067;2;8
01.12.2024;01:55;435;435;870,4;6034;0;33797;-532;47,5;-247;6775;2984;2;9;48,0;-180;6779;3050;2;8
01.12.2024;02:00;435;435;870,4;6050;0;33740;-330;47,5;-142;6770;2996;2;9;48,1;-82;6771;3054;2;8
01.12.2024;02:05;435;435;870,4;6032;0;33668;-170;47,5;-12;6762;2973;2;9;48,1;-54;6761;3048;2;8
01.12.2024;02:10;435;435;870,4;5935;0;33783;-168;47,5;-9;6788;2975;2;9;46,7;-52;6782;2959;2;8
01.12.2024;02:15;435;435;870,4;5929;0;33633;-138;47,5;-9;6760;2967;2;9;46,6;-21;6753;2961;2;8
01.12.2024;02:20;435;435;871,3;5955;0;33785;-270;47,5;-76;6781;2973;2;9;46,7;-85;6779;2981;2;8
01.12.2024;02:25;435;435;871,3;5927;0;33657;-172;47,5;-17;6762;2973;2;9;46,6;-52;6758;2953;2;8
01.12.2024;02:30;435;435;870,4;6060;0;33632;-33;47,5;28;6760;2996;2;9;48,1;49;6753;3065;2;8
01.12.2024;02:35;435;435;870,4;6036;0;33583;-24;47,5;40;6749;2973;2;9;48,1;42;6751;3063;2;8
01.12.2024;02:40;435;435;870,4;6060;0;33520;-27;47,5;40;6739;2992;2;9;48,1;40;6738;3069;2;8
01.12.2024;02:45;435;435;871,3;5947;0;33557;-15;47,5;36;6744;2973;2;9;46,6;42;6743;2973;2;8
01.12.2024;02:50;435;435;871,3;5953;0;33571;-9;47,5;40;6752;2990;2;9;46,6;49;6753;2963;2;8
01.12.2024;02:55;435;435;871,3;5959;0;33562;-9;47,5;40;6752;2984;2;9;46,7;52;6751;2975;2;8
01.12.2024;03:00;435;435;871,3;5961;0;33566;-15;47,5;42;6744;2975;2;9;46,6;45;6748;2986;2;8
01.12.2024;03:05;436;435;871,3;5957;0;33575;-11;47,5;42;6749;2977;2;9;46,6;49;6748;2990;2;8
01.12.2024;03:10;435;435;870,4;6026;0;33457;-22;47,5;45;6731;2963;2;9;48,1;35;6725;3063;2;8
01.12.2024;03:15;435;435;870,4;6038;0;33675;-3;47,5;52;6775;2975;2;9;48,1;52;6774;3046;2;8
01.12.2024;03:20;435;435;870,4;6005;0;33745;-6;47,5;52;6788;2961;2;9;48,1;47;6790;3044;2;8
01.12.2024;03:25;435;435;870,4;5967;0;33603;6;47,5;50;6762;2990;2;9;46,7;62;6761;2977;2;8
01.12.2024;03:30;435;435;871,3;5951;0;33444;6;47,5;50;6729;2957;2;9;46,7;54;6730;2994;2;8
01.12.2024;03:35;435;435;870,4;5943;0;33523;13;47,5;59;6744;2984;2;9;46,6;61;6748;2959;2;8
01.12.2024;03:40;435;435;870,4;5959;0;33227;-9;47,5;54;6684;2996;2;9;46,6;49;6683;2963;2;8
01.12.2024;03:45;435;435;871,3;5969;0;33388;-5;47,5;52;6718;2990;2;9;46,6;49;6717;2979;2;8
01.12.2024;03:50;435;435;871,3;5949;0;33371;-2;47,5;52;6715;2979;2;9;46,7;52;6714;2969;2;8
01.12.2024;03:55;436;435;871,3;5937;0;33466;-1;47,5;49;6731;2984;2;9;46,6;49;6730;2961;2;8
01.12.2024;04:00;435;435;871,3;6044;0;33406;-12;47,5;49;6723;2992;2;9;48,1;47;6719;3052;2;8
01.12.2024;04:05;435;435;870,4;6036;0;33382;-11;47,5;49;6718;2979;2;9;48,1;49;6714;3056;2;8
01.12.2024;04:10;435;435;871,3;6036;0;33324;-14;47,5;47;6708;2988;2;9;48,1;45;6704;3048;2;8
01.12.2024;04:15;435;435;870,4;5963;0;33325;-5;47,5;50;6705;2981;2;9;46,6;45;6704;2981;2;8
01.12.2024;04:20;435;435;870,4;5955;0;33362;-5;47,5;47;6710;2981;2;9;46,6;47;6709;2973;2;8
01.12.2024;04:25;435;435;870,4;5951;0;33494;-5;47,5;47;6742;2975;2;9;46,7;47;6738;2979;2;8
01.12.2024;04:30;435;435;871,3;5864;0;33310;-8;47,5;45;6705;2988;2;9;45,2;45;6704;2876;2;8
01.12.2024;04:35;435;435;871,3;5843;0;33604;5;47,5;50;6762;2967;2;9;45,2;54;6758;2876;2;8
01.12.2024;04:40;436;435;870,4;5927;0;33355;-8;47,5;43;6710;2963;2;9;46,6;42;6706;2963;2;8
01.12.2024;04:45;436;435;871,3;5959;0;33270;-1;47,5;52;6697;2986;2;9;46,7;52;6691;2973;2;8
01.12.2024;04:50;435;435;870,4;5963;0;32944;-11;47,5;50;6632;2981;2;9;46,6;47;6628;2981;2;8
01.12.2024;04:55;435;435;872,2;5959;0;33152;-14;47,5;47;6679;2988;2;9;46,6;43;6675;2971;2;8
01.12.2024;05:00;435;435;870,4;5888;0;33391;-14;47,5;38;6718;2981;2;9;46,6;-17;6748;2907;2;8
01.12.2024;05:05;435;435;871,3;5943;0;33543;4;47,5;50;6749;2981;2;9;46,6;52;6748;2961;2;8
01.12.2024;05:10;435;435;870,4;5949;0;33691;-6;47,5;43;6778;2977;2;9;46,6;47;6779;2971;2;8
01.12.2024;05:15;435;435;871,3;5967;0;33428;-17;47,5;40;6723;2990;2;9;46,6;47;6719;2977;2;8
01.12.2024;05:20;435;435;871,3;5945;0;33407;-16;47,5;42;6718;2971;2;9;46,6;42;6717;2973;2;8
01.12.2024;05:25;435;435;871,3;5955;0;33256;-23;47,5;38;6684;2981;2;9;46,6;42;6680;2973;2;8
01.12.2024;05:30;435;435;871,3;5971;0;33242;-21;47,5;36;6684;2992;2;9;46,6;47;6683;2979;2;8
01.12.2024;05:35;435;435;871,3;5888;0;33418;4;47,5;47;6721;2992;2;9;45,2;56;6717;2896;2;8
01.12.2024;05:40;435;435;871,3;5876;0;33304;8;47,5;47;6697;2981;2;9;45,2;59;6696;2894;2;8
01.12.2024;05:45;435;435;872,2;5878;0;33724;9;47,5;56;6783;2990;2;9;45,2;52;6779;2888;2;8
01.12.2024;05:50;435;435;871,3;5868;0;33678;-109;47,6;-54;6762;2981;2;9;45,1;45;6769;2886;2;8
01.12.2024;05:55;435;435;871,3;5858;0;33558;-26;47,5;24;6749;2969;2;9;45,2;49;6745;2888;2;8
01.12.2024;06:00;436;435;871,3;5977;0;33544;-28;47,6;26;6744;2988;2;9;46,6;49;6745;2990;2;8
01.12.2024;06:05;435;435;871,3;5916;0;33515;-22;47,6;35;6736;2969;2;9;46,6;45;6732;2981;2;8
01.12.2024;06:10;435;435;870,4;5864;0;33422;-22;47,5;35;6718;2988;2;9;45,2;50;6717;2876;2;8
01.12.2024;06:15;435;435;871,3;5752;0;33716;-3;47,6;38;6781;2971;2;9;43,4;52;6779;2781;2;8
01.12.2024;06:20;435;435;871,3;5764;0;33637;-9;47,6;40;6762;2981;2;9;43,4;52;6761;2783;2;8
01.12.2024;06:25;435;435;871,3;5858;0;33575;-13;47,6;40;6749;2986;2;9;44,8;49;6745;2872;2;8
01.12.2024;06:30;436;435;870,4;5931;0;33489;-18;47,5;40;6736;2979;2;9;46,4;47;6732;2951;2;8
01.12.2024;06:35;435;435;870,4;5924;0;33598;-14;47,5;42;6755;2973;2;9;46,4;49;6753;2951;2;8
01.12.2024;06:40;435;435;871,3;5941;0;33613;-19;47,5;38;6755;2981;2;9;46,4;47;6753;2959;2;8
01.12.2024;06:45;435;435;871,3;5920;0;33691;-13;47,5;42;6775;2969;2;9;46,4;49;6774;2951;2;8
01.12.2024;06:50;435;435;870,4;5920;0;33648;-20;47,6;36;6765;2977;2;9;46,4;45;6764;2943;2;8
01.12.2024;06:55;435;435;871,3;5922;0;33536;-20;47,5;36;6744;2969;2;9;46,4;45;6740;2953;2;8
01.12.2024;07:00;435;435;871,3;5862;0;33477;-16;47,5;36;6731;2990;2;9;44,9;47;6730;2872;2;8
01.12.2024;07:05;435;435;872,2;5864;0;33645;-19;47,6;35;6765;2986;2;9;44,9;43;6764;2878;2;8
01.12.2024;07:10;436;435;871,3;5854;0;33626;-18;47,5;38;6762;2977;2;9;44,9;45;6758;2876;2;8
01.12.2024;07:15;441;435;862,0;8876;0;33764;-199;80,2;45;6796;4462;2;8;77,7;54;6792;4413;2;9
01.12.2024;07:20;434;435;863,0;8398;0;33742;-195;77,6;16;6786;4422;2;9;66,9;49;6787;3976;2;8
01.12.2024;07:25;432;435;870,4;7006;0;33734;-113;57,5;3;6783;3494;2;9;56,5;45;6782;3512;2;8
01.12.2024;07:30;434;435;871,3;5902;0;33826;-46;45,1;16;6799;2854;2;8;47,8;21;6795;3048;2;9
01.12.2024;07:35;435;435;871,3;5655;0;33752;-212;47,5;-95;6778;2971;2;9;41,6;-21;6782;2684;2;8
01.12.2024;07:40;435;435;872,2;5675;0;33695;-219;47,5;-104;6762;2992;2;9;41,7;-24;6769;2684;2;8
01.12.2024;07:45;436;435;871,3;5837;0;33629;-186;47,5;-64;6755;2986;2;9;44,6;-24;6753;2842;2;8
01.12.2024;07:50;436;435;871,3;5924;0;33611;-135;47,5;-10;6757;2984;2;9;46,1;-21;6753;2941;2;8
01.12.2024;07:55;436;435;871,3;5924;0;33618;-89;47,5;-7;6760;2971;2;9;46,1;24;6758;2953;2;8
01.12.2024;08:00;435;435;871,3;6005;0;33600;-82;47,5;3;6755;2981;2;9;47,6;17;6753;3024;2;8
01.12.2024;08:05;435;435;870,4;6028;0;33560;-26;47,6;42;6752;2992;2;9;47,6;40;6751;3036;2;8
01.12.2024;08:10;435;435;871,3;5835;0;33612;-24;47,5;38;6757;2979;2;9;44,6;40;6758;2856;2;8
01.12.2024;08:15;436;435;871,3;5843;0;33595;-22;47,5;38;6755;2990;2;9;44,6;40;6753;2854;2;8
01.12.2024;08:20;435;435;871,3;5848;0;33528;-23;47,5;38;6744;2990;2;9;44,6;40;6740;2858;2;8
01.12.2024;08:25;435;435;870,4;5912;0;33516;-26;47,5;38;6739;2975;2;9;46,1;40;6735;2937;2;8
01.12.2024;08:30;435;435;870,4;5890;0;33497;-28;47,5;38;6742;2963;2;9;46,1;40;6738;2927;2;8
01.12.2024;08:35;435;435;870,4;5906;0;33427;-23;47,5;42;6723;2977;2;9;46,1;40;6722;2929;2;8
01.12.2024;08:40;435;435;870,4;5864;0;33441;-22;47,5;42;6726;2994;2;9;44,7;40;6725;2870;2;8
01.12.2024;08:45;435;435;871,3;5758;0;33433;-10;47,5;42;6729;2981;2;9;43,1;42;6725;2789;2;8
01.12.2024;08:50;435;435;870,4;5823;0;33424;-17;47,5;31;6718;2973;2;9;44,6;52;6719;2850;2;8
01.12.2024;08:55;436;435;870,4;5910;0;33599;-15;47,6;35;6755;2977;2;9;46,1;54;6753;2933;2;8
01.12.2024;09:00;436;435;870,4;5918;0;33629;15;47,6;47;6762;2984;2;9;46,1;68;6769;2935;2;8
01.12.2024;09:05;435;435;871,3;5908;0;33648;14;47,5;47;6770;2973;2;9;46,1;68;6769;2939;2;8
01.12.2024;09:10;435;435;871,3;5920;0;33631;23;47,6;50;6765;2981;2;9;46,1;69;6769;2939;2;8
01.12.2024;09:15;435;435;870,4;5918;0;33486;0;47,5;42;6731;2981;2;9;46,1;61;6730;2937;2;8
01.12.2024;09:20;435;435;870,4;5935;0;33349;6;47,6;45;6700;2979;2;9;46,1;61;6699;2955;2;8
01.12.2024;09:25;435;435;870,4;5906;0;33206;15;47,6;49;6671;3000;2;9;46,1;68;6675;2937;2;8
01.12.2024;09:30;435;435;871,3;5827;0;33213;8;47,5;49;6676;2981;2;9;44,6;66;6673;2846;2;8
01.12.2024;09:35;434;435;871,3;5835;0;33342;13;47,6;47;6705;2973;2;9;44,6;61;6704;2862;2;8
01.12.2024;09:40;435;435;870,4;5843;0;33270;9;47,5;50;6687;2996;2;9;44,6;59;6686;2848;2;8
01.12.2024;09:45;435;435;869,4;5821;0;33276;11;47,5;45;6689;2973;2;9;44,6;59;6688;2848;2;8
01.12.2024;09:50;435;435;870,4;5831;0;33161;12;47,5;50;6663;2979;2;9;44,6;59;6665;2852;2;8
01.12.2024;09:55;435;435;870,4;5858;0;33213;17;47,6;50;6679;2990;2;9;44,6;61;6675;2868;2;8
01.12.2024;10:00;436;435;869,4;5845;0;33173;11;47,5;52;6671;2979;2;9;44,6;61;6670;2866;2;8
01.12.2024;10:05;436;435;870,4;5843;0;33609;26;47,5;61;6760;2984;2;9;44,6;62;6758;2860;2;8
01.12.2024;10:10;435;435;870,4;5914;0;33400;-25;47,5;23;6713;2977;2;9;46,1;52;6714;2937;2;8
01.12.2024;10:15;435;435;870,4;5929;0;33351;-7;47,5;40;6705;2979;2;9;46,1;56;6704;2949;2;8
01.12.2024;10:20;455;435;878,7;0;0;0;0;-0,1;2;706;0;2;7;-0,3;2;810;0;2;7
01.12.2024;10:25;447;435;863,9;7095;0;33481;-27;59,5;68;6729;3567;2;8;57,8;78;6727;3528;2;9
01.12.2024;10:30;437;435;868,5;7516;0;33482;2;57,5;97;6731;3514;2;9;66,7;102;6735;4002;2;8
01.12.2024;10:35;434;435;870,4;6461;0;33514;26;47,6;78;6742;2963;2;9;56,4;78;6745;3498;2;8
01.12.2024;10:40;435;435;871,3;5797;0;33379;26;47,6;63;6715;2992;2;9;44,2;61;6714;2819;2;8
01.12.2024;10:45;434;435;870,4;5754;0;33103;10;42,9;54;6658;2714;2;8;47,9;56;6654;3044;2;9
01.12.2024;10:50;435;435;870,4;5681;0;33097;2;41,4;42;6653;2661;2;8;47,9;56;6654;3020;2;9
01.12.2024;10:55;437;435;869,4;5744;0;33291;-10;42,9;42;6689;2692;2;8;47,9;49;6691;3052;2;9
01.12.2024;11:00;436;435;869,4;5866;0;33158;-19;44,4;42;6666;2817;2;8;47,9;49;6667;3048;2;9
01.12.2024;11:05;437;435;869,4;5817;0;32964;-22;44,4;42;6622;2797;2;8;47,9;45;6623;3020;2;9
01.12.2024;11:10;436;435;869,4;5963;0;33305;-15;45,8;42;6697;2907;2;8;47,9;47;6693;3056;2;9
01.12.2024;11:15;435;435;869,4;5937;0;33507;3;45,9;49;6742;2915;2;8;47,8;59;6738;3022;2;9
01.12.2024;11:20;435;435;869,4;5837;0;33234;11;44,9;52;6684;2826;2;8;47,9;57;6691;3012;2;9
01.12.2024;11:25;435;435;871,3;5764;0;33558;15;43,4;54;6749;2728;2;8;47,8;54;6748;3036;2;9
01.12.2024;11:30;435;435;871,3;5795;0;33588;25;43,4;59;6755;2714;2;8;47,9;59;6753;3081;2;9
01.12.2024;11:35;435;435;869,4;5795;0;33517;15;43,4;52;6742;2771;2;8;47,9;57;6740;3024;2;9
01.12.2024;11:40;435;435;869,4;5817;0;33596;17;43,4;52;6757;2751;2;8;47,9;52;6756;3067;2;9
01.12.2024;11:45;435;435;871,3;5858;0;33643;17;44,9;50;6768;2830;2;8;47,9;61;6769;3028;2;9
01.12.2024;11:50;435;435;870,4;5856;0;33704;12;44,9;50;6778;2826;2;8;47,9;59;6779;3030;2;9
01.12.2024;11:55;437;435;869,4;5876;0;33514;-2;44,9;47;6742;2830;2;8;47,9;43;6738;3046;2;9
01.12.2024;12:00;435;435;870,4;5868;0;33467;-7;44,9;45;6734;2844;2;8;47,9;42;6735;3024;2;9
01.12.2024;12:05;435;435;871,3;5862;0;33552;8;44,9;54;6749;2821;2;8;47,9;52;6748;3040;2;9
01.12.2024;12:10;436;435;869,4;5868;0;33733;3;44,9;50;6786;2830;2;8;47,9;50;6782;3042;2;9
01.12.2024;12:15;435;435;869,4;5935;0;33688;-242;46,4;-12;6773;2898;2;8;47,9;-125;6761;3036;2;9
01.12.2024;12:20;434;435;869,4;5841;0;33663;-171;44,9;-14;6762;2809;2;8;47,9;-57;6758;3032;2;9
01.12.2024;12:25;435;435;869,4;5797;0;33557;-28;43,4;31;6747;2732;2;8;47,9;31;6745;3065;2;9
01.12.2024;12:30;435;435;869,4;5793;0;33657;-18;43,4;38;6765;2755;2;8;47,9;43;6764;3038;2;9
01.12.2024;12:35;437;435;869,4;5850;0;33709;-28;44,8;35;6778;2811;2;8;47,8;40;6779;3038;2;9
01.12.2024;12:40;436;435;869,4;5845;0;33767;-20;44,8;38;6788;2826;2;8;47,8;42;6790;3020;2;9
01.12.2024;12:45;435;435;868,5;5918;0;33790;-25;46,4;42;6794;2890;2;8;47,9;49;6792;3028;2;9
01.12.2024;12:50;435;435;870,4;5979;0;33748;-62;46,3;0;6783;2925;2;8;47,9;40;6784;3052;2;9
01.12.2024;12:55;435;435;870,4;5845;0;33721;-337;44,9;-172;6765;2813;2;8;47,8;-64;6771;3032;2;9
01.12.2024;13:00;435;435;869,4;5878;0;33694;-337;44,9;-172;6760;2830;2;8;47,9;-61;6769;3048;2;9
01.12.2024;13:05;436;435;869,4;5858;0;33695;-272;44,9;-106;6768;2803;2;8;47,9;-64;6771;3054;2;9
01.12.2024;13:10;435;435;869,4;5850;0;33660;-110;44,9;-36;6760;2840;2;8;47,9;31;6769;3010;2;9
01.12.2024;13:15;435;435;869,4;5813;0;33828;-37;44,9;-14;6799;2803;2;8;47,8;76;6805;3022;2;9
01.12.2024;13:20;436;435;868,5;5868;0;33577;-30;44,9;36;6752;2821;2;8;47,9;31;6756;3046;2;9
01.12.2024;13:25;435;435;869,4;5927;0;33582;-26;46,4;38;6752;2902;2;8;47,9;40;6756;3024;2;9
01.12.2024;13:30;435;435;869,4;5900;0;33751;-21;44,9;42;6786;2846;2;8;47,9;38;6784;3054;2;9
01.12.2024;13:35;435;435;869,4;5762;0;33758;-114;43,4;-56;6783;2734;2;8;47,8;38;6790;3028;2;9
01.12.2024;13:40;435;435;869,4;5775;0;33495;-26;43,4;36;6734;2747;2;8;47,8;36;6735;3028;2;9
01.12.2024;13:45;436;435;868,5;5779;0;33588;6;43,3;42;6755;2732;2;8;47,9;59;6756;3046;2;9
01.12.2024;13:50;435;435;868,5;5947;0;33430;9;46,3;45;6723;2894;2;8;47,9;62;6725;3052;2;9
01.12.2024;13:55;435;435;868,5;5973;0;33624;7;46,4;47;6762;2935;2;8;47,9;66;6761;3038;2;9
01.12.2024;14:00;435;435;868,5;5945;0;33358;-1;46,4;52;6710;2915;2;8;47,9;54;6712;3030;2;9
01.12.2024;14:05;435;435;869,4;5892;0;33492;5;44,9;54;6734;2834;2;8;47,9;52;6735;3058;2;9
01.12.2024;14:10;435;435;868,5;5874;0;33299;1;44,9;50;6697;2834;2;8;47,9;54;6696;3040;2;9
01.12.2024;14:15;435;435;868,5;5864;0;32996;3;44,9;50;6635;2832;2;8;47,9;52;6639;3032;2;9
01.12.2024;14:20;435;435;868,5;5852;0;33082;8;44,9;56;6656;2819;2;8;47,9;57;6654;3032;2;9
01.12.2024;14:25;435;435;868,5;5876;0;33486;7;44,9;50;6739;2838;2;8;47,9;57;6738;3038;2;9
01.12.2024;14:30;435;435;868,5;5850;0;33465;9;44,9;56;6731;2809;2;8;47,9;57;6732;3040;2;9
01.12.2024;14:35;435;435;867,6;5959;0;33180;5;46,6;57;6676;2913;2;8;47,9;59;6675;3046;2;9
01.12.2024;14:40;435;435;868,5;5965;0;33126;6;46,6;52;6666;2929;2;8;47,9;56;6667;3036;2;9
01.12.2024;14:45;435;435;868,5;5965;0;33336;12;46,6;56;6708;2913;2;8;47,9;57;6706;3052;2;9
01.12.2024;14:50;438;435;869,4;6595;0;33395;-43;47,7;52;6723;2981;2;8;58,4;47;6725;3613;2;9
01.12.2024;14:55;437;435;856,5;9143;0;33201;-16;77,5;156;6697;4385;2;9;87,7;160;6696;4758;2;8
01.12.2024;15:00;432;435;863,0;7727;0;33339;31;61,5;122;6715;3696;2;8;67,8;115;6714;4031;2;9
01.12.2024;15:05;432;435;864,8;6301;0;33751;40;47,5;97;6801;2959;2;9;53,4;61;6795;3342;2;8
01.12.2024;15:10;434;435;867,6;5819;0;33432;-8;47,5;42;6729;2986;2;9;44,2;52;6727;2834;2;8
01.12.2024;15:15;435;435;867,6;5809;0;33435;-1;44,3;45;6731;2779;2;8;47,8;54;6727;3030;2;9
01.12.2024;15:20;435;435;867,6;5839;0;33452;-1;44,3;47;6731;2791;2;8;47,8;50;6730;3048;2;9
01.12.2024;15:25;435;435;867,6;5858;0;33357;2;44,3;52;6710;2809;2;8;47,9;49;6712;3048;2;9
01.12.2024;15:30;435;435;867,6;5916;0;33411;-4;45,8;47;6721;2878;2;8;47,8;52;6719;3038;2;9
01.12.2024;15:35;435;435;867,6;6014;0;33488;-7;47,3;47;6734;2973;2;8;47,8;49;6732;3040;2;9
01.12.2024;15:40;435;435;867,6;5975;0;33594;-7;47,3;47;6760;2949;2;8;47,9;54;6756;3026;2;9
01.12.2024;15:45;435;435;867,6;6012;0;33407;-12;47,3;43;6721;2969;2;8;47,9;50;6719;3042;2;9
01.12.2024;15:50;435;435;867,6;6014;0;33375;-4;47,3;43;6715;2969;2;8;47,9;59;6717;3044;2;9
01.12.2024;15:55;435;435;869,4;5999;0;33209;-10;47,4;43;6679;2963;2;8;47,9;54;6680;3036;2;9
01.12.2024;16:00;435;435;867,6;6010;0;33032;-14;47,4;42;6643;2969;2;8;47,9;49;6644;3040;2;9
01.12.2024;16:05;435;435;868,5;5991;0;33203;-5;47,3;50;6679;2955;2;8;47,9;57;6680;3036;2;9
01.12.2024;16:10;435;435;868,5;6010;0;33241;-7;47,3;49;6687;2965;2;8;47,8;54;6686;3038;2;9
01.12.2024;16:15;435;435;867,6;5991;0;33617;1;47,3;50;6762;2955;2;8;47,9;52;6761;3036;2;9
01.12.2024;16:20;435;435;868,5;5999;0;33592;-143;47,3;-24;6755;2959;2;8;47,9;-12;6756;3040;2;9
01.12.2024;16:25;435;435;869,4;6024;0;33564;-31;47,3;42;6749;2971;2;8;47,9;35;6748;3052;2;9
01.12.2024;16:30;435;435;869,4;5933;0;33410;-17;45,8;42;6723;2880;2;8;47,9;40;6719;3052;2;9
01.12.2024;16:35;436;435;868,5;5894;0;33635;-20;45,8;42;6765;2874;2;8;47,8;42;6764;3020;2;9
01.12.2024;16:40;435;435;868,5;6008;0;33767;-84;47,4;-24;6788;2963;2;8;47,9;43;6795;3044;2;9
01.12.2024;16:45;435;435;869,4;6001;0;33632;-18;47,3;38;6770;2961;2;8;47,9;49;6764;3040;2;9
01.12.2024;16:50;436;435;868,5;6008;0;33626;-25;47,3;35;6765;2969;2;8;47,9;47;6766;3038;2;9
01.12.2024;16:55;435;435;868,5;6003;0;33562;-45;47,4;33;6752;2955;2;8;47,9;33;6751;3048;2;9
01.12.2024;17:00;435;435;867,6;6016;0;33397;-26;47,4;40;6721;2969;2;8;47,9;42;6719;3046;2;9
01.12.2024;17:05;435;435;869,4;5989;0;33500;-24;47,4;42;6739;2963;2;8;47,9;45;6738;3026;2;9
01.12.2024;17:10;435;435;868,5;5908;0;33363;-18;45,9;42;6715;2862;2;8;47,9;43;6712;3040;2;9
01.12.2024;17:15;435;435;869,4;5929;0;33425;-10;45,9;43;6723;2880;2;8;47,9;45;6725;3048;2;9
01.12.2024;17:20;436;435;868,5;5914;0;33696;-9;45,9;47;6778;2874;2;8;47,9;47;6779;3040;2;9
01.12.2024;17:25;435;435;869,4;5922;0;33668;-15;45,9;42;6773;2884;2;8;47,9;43;6771;3038;2;9
01.12.2024;17:30;435;435;869,4;5997;0;33724;-13;47,4;42;6783;2961;2;8;47,9;49;6782;3036;2;9
01.12.2024;17:35;435;435;868,5;6010;0;33516;-22;47,3;40;6739;2965;2;8;47,9;40;6738;3044;2;9
01.12.2024;17:40;434;435;869,4;5991;0;33222;-17;47,4;43;6682;2963;2;8;47,9;45;6683;3028;2;9
01.12.2024;17:45;435;435;869,4;5937;0;33276;-16;45,9;42;6692;2905;2;8;47,9;45;6693;3032;2;9
01.12.2024;17:50;435;435;869,4;5939;0;33275;-20;45,9;40;6689;2890;2;8;47,9;40;6691;3048;2;9
01.12.2024;17:55;435;435;869,4;5924;0;33246;-15;45,9;40;6687;2888;2;8;47,9;47;6686;3036;2;9
01.12.2024;18:00;435;435;869,4;5912;0;33284;-13;45,9;40;6692;2884;2;8;47,9;47;6693;3028;2;9
